user,comment,title_ID
행복감사,"앤드류님~ 저도 가끔씩 자기의심이 들 때가 있는데 그럴 때마다 '앤드류님도 그랬고, 성공한 사람들도 처음엔 분명 이랬지! 나도 할 수 있어!'라고 생각하며 기분을 바꾼답니다. 항상 좋은 컨텐츠 만들어주셔서 감사드리고 2022년도 잘 부탁드려요!",0
링루링 RINGRURING,"플래너를 매일 쓰면서 앞날 계획만 하고 지난 날을 회고할 생각은 하지 못했네요.
한 해를 돌아보며 매월 타이틀까지 붙여주는 건 참 좋은 아이디어 같아요!
잘한 일/아쉬웠던 일을 평가해 새로운 한 해의 밑바탕으로 쓰는 점이 놀랍고 존경스러워요✨
대체 어떻게 P이신 거죠…?🥺
희열 돋고 갑니다 총총,,,
언제나 인사이트 가득하고 와닿는 콘텐츠 감사합니다!
새해 복 많이 받으세요🙌",0
쵀서경,"최고다...ㅜㅜㅜㅜㅜㅜ 앤드류 님 영상 감사해요 진짜 목적설정, 심상화, 내면과의 대화, 차근차근 성장하기 너무 잘 하시는 듯요,,, 항상 도움 받고 있어요☺️",0
언크-돈버는 원리,실패를 하고 못이룰지라도 지난 계획을 돌이켜보고 그리고 올해도 다시 큰목표를 잘게 쪼개는게 성공의 진리👏,0
jiyeong kang,"저에겐 앤드류님이 개리같은 존재였어요ㅋㅋㅋ 반년 전에 다니던 회사를 그만두고 개인사업을 시작했고 앤드류님 영상을 보며 힘을 얻고 있다고 댓글을 단 적이 있는데, 2022년이 된 지금 언젠가 꼭 내 제품을 팔고 말테다 라고 다짐했던 사이트에 입점을 하게 되었답니다!ㅎㅎㅎ 지금 내가 하는일이 맞는건지, 제대로 된 길을 가고있는게 맞는지 의문이 들던 순간마다 할 수 있다고 힘을 주셔서 감사해요! 올 한해도 열심히 달려봐요 우리 👍",0
잡다니,"우와 너무 공감돼요! 저도 2021년에 잘한 점은 스스로 칭찬해주고, 못한 점의 이유를 생각하면서 올해 목표를 세웠는데 올해도 열심히 해야겠다 싶은 생각이 뿜뿜 드네요😃 드로우앤드류님 영상 꾸준히 보았는데 진짜진짜 폭풍성장하신 게 느껴져요! 계속 응원하겠습니당🥳",0
Flying,"찐으로 모두가 성장하길 원하는 드로우앤드류님 최고예요^_^ 책도 너무 기대됩니다:)
나의 현재 상황에 맞는 리소스로 최대치 끌어올리기 말씀 넘 소중해요!! 아주 큰힘이 됩니다^^
새해 복 많이 받으시고 항상 건강챙겨주세요🎁👏🏽💖",0
하이경hakyeong,할수있을까라는 의심이 들었을 때 리마인드 할 수 있는 영상이 저에게는 드로우앤드류 채널입니다. 진심으로 깊이 감사드립니다. 2022년엔 앤드류님 건강 챙겨가시면서 가지고계신 목표를 이뤄내셨음 좋겠습니다:) 새해복많이받으세요!,0
ty k,"올해는 새해라는 실감이 안나서 이제서야 한해를 결산해보고 새 계획을 세우려는 중인데 마침 앤드류님 영상 주제가 딱 맞아 떨어졌네요!
자기암시 영상 못찾아서 헤메고 있었는데 알려주셔서 감사합니다! 출간되는 책도 기대하고 있어요~",0
giwon do,"인트로처럼 백프로 믿지는 않지만, 80%의 모든것을 믿고 보고 있습니다. 늘 고마워요. 좋은 말을 가볍고 때로는 무겁게 들려주셔서 너무 잘 보고있습니다. 앤드류님도 새해 복 정말 많이 받으세요₩!",0
호수,앤드류님 오늘도 컨텐츠 너무 좋아요! 이 영상을 무료로 볼 수 있음에 감사한거있죠...! 지난 일년 달리면서 포화 상태라 난감했는데 오늘도 할 수 있다는 리마인드 하게 되네요! 🙋🏻‍♂️,0
김소연,"시간상 반밖에 못 봤지만 가장 현실적인 조언에 놀랐어요(영상 초반에 팩폭이...ㅎㅎ) 벌써 1월초가 지나가고 있는데 늦게 계획을 세우는 감이 있지만 영상을 참고해서 중요한 것 몇가지만 추리고 세울 거에요! 
최근에 제가 본 자기계발 영상 중 가장 유익한 영상이라 자부할 수 있습니다! 너무 감사해요😁",0
young young,자기암시 풀 공개 해달라고 한 사람 나야나! 1월 24일만 기다립니다! 2022년도 자기암시 리스트도 궁금해요!! =) 앤드류 너무 좋아💚,0
뚜야 DDUYA,"👍🏻👍🏻👍🏻👍🏻 와 정말 엄지척하면서 봤어요! 늘 새로운 관점들, 용기, 배울점들 알려주셔서 감사합니다 새해복 많이 받으세요❣️",0
ᄒ,"새해가 된다고 사람은 쉽게 변하지 않는다.
→전략적으로 목표를 세운다.

1. 지난 해를 돌아보기
지난 해를 돌아보며 내가 얼마나 성장했는지,
한 해동안 무엇을 잘했는지 무엇을 못했는지와 그 이유를 정리하며 앞으로 해야할 일들의 방향성과 개선할 점을 다잡는다.
→플래너, 일기를 돌아보며 회고록을 기록한다.

2. 목표 세 가지 정해보기
부담되지 않게 3가지부터 시작해서
이루면 더 목표를 추가한다.

3. 목표를 위해 해야하는 것들을 단계별로 정리하기
기간 별로 이뤄야할 일들을 나누기
→년, 월, 주, 일로 이뤄야할 목표를 나누기

4. 목표를 위한 환경 조성
지금 내 상황에 최적화된 환경을 하나하나 조성,
자기 의심에 빠지지 않기 위해 꾸준한 ⭐자기 암시⭐",0
켈리쥼마,"진짜 기분좋아지는 분이세요...열심히 살고 노력하고 긍정적인 청년분들 보면 전 괜시리 기분이 좋아지더라구요 💘
많은 걸 배우고 갑니다 멋지셔요👍",0
블랙Photo,하루하루 한 일을 지워나가고 한 주가끝나면 기쁜마음에 한 것들을 찢는 행복으로 계획을 지켜나갔는데 자신이 이룬 것들을 적어두는 게 정말 중요하네요. 올해부터는 기록으로 남기는 습관을 들어봐야겠어요!,0
Comte de Liao 아리,그러고보니 작년이라면 적었을 새해목표들을 안 적고 새해를 시작했네요. 지금이라도 시간내서 해야겠어요. 작년에 이루고 싶었던 것들을 적어놨었던 것을 찾아서 해보고 있는 중입니다. 덕분에 젤 중요한 시간을 가지게 되었어요. 일단 목표치 과제마치곤 시작해야겠습니다. 늘 큰 깨달음을 주셔서 감사합니다!!,0
루룰룰,"제가 유일하게 다 챙겨보는 자기계발 유투브에요.. 저랑 생각이 비슷하시고, 배울점이 많아서 좋아요.
전 이 영상보고 계획 다 세웠고 이제 실천하러 갑니다~!",0
랑!rang!,"21년도에 비슷하게 해봤는데
용기가 부족했음에도 불구하고
효과가 좋았어요
이거 보고 확실히
조금 더 크기를 늘려볼 생각입니다
👍",0
Choi Young Joo,이제 막 마케팅 관련해서 유튜버를 시작했는데 현실적인 내용이 너무 좋네요. 올려주신 영상 보면서 많은 도움 받고 있습니다. 감사합니다 ^^,0
백,"저도 캘리그라피 한지 이제 1년 되가는데 
요즘 이래 저래 자신감도 떨어지고 간신히 버티는데
타이밍 좋게 이 영상 보고 많이 위로가 됐어요
감사합니다!",0
B형w유목민,영상으로 공유해 주셔서 감사해요. 저도 앤드류님 방식 참고해서 새해 계획 세워보려구요~ 곧 있음 나오는 책도 기대됩니다~!!,0
각궁이,새해 목표 계획 세울려다보니 막연했는데 이 영상 보니 많이 도움이 될거 같아요 꼭 저장해놨다가 이번해에도 그렇고 내년에도 보고 참고해야겠어요,0
김나나,정말 정말 현실적이고 실현해야 할 이야기에요! 하나씩 차근차근하다 보면 목표에 좀 더 다가갈 수 있겠져? 저장해야겠어요!,0
yearning,"오늘 영상은 정말로 마음에 많이 와닿네요
앤드류님 긍정적인 마인드 너무 좋아요!",0
꾸미Dreamy,크………. 진짜 너무 멋진 청년이네요🥺🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 너무 위로가 되고 힘이 되는 영상입니다🥺❤️. 내용도 영상도 모두 완전 깔끔하고 알차서 너무 감동아네요🥺❤️❤️. 응원할게요!🌟🌟🌟🌟🌟🌟. 할수있다🙏❤️❤️,0
골로,앤드류님이 말씀하신 방구석에서 스스로를 못 믿고 있는 친구가 바로 접니다 . 앤드류님의 모든 말이 자극제가 되어서 저도 뭔가를 해낼수있을 것 같다는 희망이 생긴 것 같습니다. 제 마음속에 지펴진 작은 불씨가 꺼지지 않게 꾸준히 앤드류님 영상 시청 하겠습니다 . 질 좋은 컨텐츠 진심으로 감사드립니다. 몇년후에는 저도 성공해서 어딘가에서든 앤드류님과 비슷한 자리에 서있고 싶습니다!!!!!!! 새해도 화이팅 !!,0
기쁠희교이heekyoeee,앤드류님 따라서 저도 회고하는 시간으로 새해 목표를 짜볼게요! 꿀팁 감사합니다. 2022년도 드로우 앤드류 영상 참고해서 저만의 컨텐츠를 만들어 볼래요:) 새해 복 많이 받으세요〰️✨💸✨💸✨💸✨💸✨💸✨💸,0
에이삽뮤직Asaphmusic,마음에 갑작스럽게 낙담이 찾아와서 절망속에 있었는데.. 영상을 보고 한 발 내딛을 힘을 얻었습니다! 감사합니다,0
박 츄르,"지난해  많이  힘들었는데, 그래도  나  애썼구나  인정하고  받아들여주니  새롭거 ㅣ 나아갈  힘이  생기네요. 매년  나자신을  질타하고 ㅁ새로운  계획을짜면서  또  못이룰계획만  짜고있다고  자조하는마음이  있었는데  자기수용. 그럼에도  하나씩  다시  해보자라는  응원이  되네요.감사합니다.~",0
seo,"좋은 동영상 감사합니다.
이 책상에 앉아있는 순간 만큼은 드로우앤드류이고
여기에서 얼마나 시간과 노력을 투자하는지가 나의 발전을 결정한다니!
알수없는 희망이 차올르는 것 같아요",0
seo,"좋은 동영상 감사합니다.
이 책상에 앉아있는 순간 만큼은 드로우앤드류이고
여기에서 얼마나 시간과 노력을 투자하는지가 나의 발전을 결정한다니!
알수없는 희망이 차올르는 것 같아요",0
아름꿈이,"저에겐 Gary Vee가 엔드류님 이신것 같습니다. 힘든 상황에서 퍼스널 브랜딩을 해야겠다고 마음 먹은 후, 인스타에 작업물을 올리면서 계속 드는 의심과 무기력함을 이겨낼 때 엔드류님, 그리고 캘리님 두 분 영상을 자주 봤네요. 저도 올해의 마지막 날에는 엔드류님처럼 한 해를 돌아보았을 때, '이만큼 성장했다' 라고 생각할 수 있는 사람이 되고 싶습니다. 지금처럼 한결같이 나아가는 모습 보면서 저도 뒤따르겠습니다. 감사합니다!",0
빽뚬,오 마침 새해 계획 짜고있었는데 어떻게 딱 맞춰서 영상 올려주시지ㅠㅠㅠ 쎈쓰쟁이!!!!☺️,0
BelieveDoyeon 믿는다도연TV,🌳🌳역시 드로우앤드류님 이시네요~영상 감사합니다^^ 잘 활용해볼께요~1.지난해 돌아보기 2. 목표3가지 설정하기 3.목표를 위해 해야하는 것들 단계별로 정리하가 4.목표를 위한 환경조성하기! 너무 감사합니다. 오늘도 행복하세요~^^🙏🙏💚💚💚💚💚💚,0
SJ Kim,작년 하반기에 우연히 앤드류님 영상을 본 후 꾸준히 앤드류님 영상 시청하고 있는 구독자입니다. 앤드류님 덕분에 작년 상반기에 비해 하반기 제 스스로 좀 더 성장할 수 있었던 것 같습니다. 정말 감사드려요! 팬으로서 항상 응원하며 저도 앤드류님처럼 세상에 선한 영향력을 끼칠 수 있는 제 브랜드를 만드는 걸 목표로 올 한 해 열심히 달려보겠습니다! 새해 복 많이 받으시고 건강 챙기시기 바랍니다!:),0
소라Sora,"항상 좋은 컨텐츠, 힘이 되는 영상 만들어 주셔서 고맙습니다 :)",0
오썽이,어제 딱 내가 할 수 있을까.. 의심하면서 머리아파했는데 오늘 앤드류님에게서 또 힘얻어 가네요 최근 앤드류님 영상을 자주 보게됐는데 좋은 영상 많이 만들어주셔서 감사합니다 앤드류님을 알게돼서 행운이에요,0
meloso OLA,24일 자기암시 녹음파일😍이라니 기대합니다 늘 기분 좋은 에너지 주셔서 고마워요 모두모두 새해 복 많이 받으세요,0
투혁맘,책도 녹음 파일도 너무 기대됩니다^^  드로우앤드류님의  영상을 보면서 항상 느끼는건?  다음 영상도 너무 기대됩니다🙏🙏입니다^^,0
욜로보코-인생역전 성공스토리,자기계발 유튜버라.. 드앤님 채널도 구독한지 오랜 시간이 지났고 매일 소비하는 컨텐츠도 자기계발에 관한 영상이고 저 또한 자기계발 유튜버가 되고싶었다는 사실을 갑자기 깨달은 영상입니다. 계획 짜는법도 이제 서른이 된 저보다 몇 수는 앞서가시네요. 연초부터 많이 배우고 갑니다. 감사합니다.,0
ovo잇힝,그렇게 5~6년 하다가 결과 없어서 번아웃 왔습니다! 하던거 다 접었어요! 반복이든 자기암시든 뭐든 성과 없으면 접고 빨리 다른 길에 열정 쏟는게 나은 것 같습니다!,0
당니당니,11:33 이미 그런 존재예요 진짜 내가 힘들 때마다 찾아와서 내가 살아갈 이유를 다져줘요! 취준 할 때도 너무 힘들고 미래가 깜깜해서 다 놓고 싶었는데 드로우앤드류님 말 덕분에 다시 일어날 수 있었어,0
soso zzang,"새해가 되서 뭔가 더 무기력해졌는데 오늘 영상 보고 다시 의욕을 살짝 되찾았네요. 
목표 딱 3개! 구체적으로 계획해보겠습니다!!",0
habit little,yearly/monthly/weekly 목표를 나누는 것 좋은 방법인 것 같아서 바로 해보았어요 !,0
뷰티진 Beautyjin,어떻게 살아나가야할지 방법을 쉽게 알려주셔서 너무 고마워요💚 저 교보문고가서 왜 드로우앤드류님 책은 없나??자연스럽게 이생각햇다니까요ㅋㅋㅋㄱ,0
athena Astral,"앤드류님 멋있어용
새해 복 많이 받으시고 2022년도 화이팅입니다!",0
Yunxxsi_ 나의 22살 Vlog ✨🕶,"항상 동기부여 해주셔서 감사해요 🙇🏻‍♀️🙏🏻
새해에도 복 드음뿍 받으시고 열심히 동기부여 ㅎㅎ ..
부탁드립미다 .. 감사합니다 항상 🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🥺🥺🥺",0
삶의모든예술 ArtforLife,내가 왜 이 일을 하려고 하는거지? 그런 질문을 하던 차에 드로우앤드류님 영상을 보고 마음을 다시 정리해 보네요. 한참을 더 살았어도 드로우앤드류님 이야기는 연령을 초월해 힘이 된답니다. 실제 실행한 삶을 이야기하니 끄덕끄덕하게 된답니다. Always Thanks,0
Dark,진짜 이 사람이 어떻게 P지...! 프로 계획러가 보기에도 희열돋는 영상입니다,0
감사합니당,"진짜 내 이상형,,,,,,, 너무 멋있어,,,,,, 지인으로 두고 싶어,,,,,,, 너무 좋아,,,,,,,,,, 너무 좋아,,,, 내가 우울할 때, 무너질 때 드로우앤드류 영상 보면 다시 살아갈 의지가 생겨요,,, ,,, 왜 내 주변에 이런 사람 없찌......",0
Sungil Lee,"앤드류형은 나에게 이미 Gary Vee 같은 존재야...
왜냐, 아침마다 나는 매일 습관적으로 드로우앤드류 채널을 틀리고 하루를 시작하거든 ㅠ
나도 이렇게 해왔으니 너도 할 수 있다고 해주는 내맘속 내편🌿",0
민ᄒᄋ,드로우앤드류가 친척이었다면 설 / 추석마다 귀찮음을 무릅쓰고 매번 본가 내려갔을 것.. 🤸🤸‍♀️🤸‍♂️,0
"더블엠티, 경제적 자유 여행가","맨날 된다고 응원해주셔서 감사해요, 앤드류님😊 덕분에 항상 영상 챙겨보면서 다시 힘내서 책상에 앉을 수 있어요:)",0
놀이소녀TV,너무 좋은영상 감사해요~  친한강사님과 함께 시청하면서 계획짰어요~^^  늘 감사합니다~~,0
블라썸로그,"안되겠다, 할 수 있을까?라는 생각이 들때마다 앤드류님 채널을 찾아와요 :) '할 수 있다'란 생각이 들거든요. 위안 많이 받습니다☺
아직 올해 목표를 정하지 못했는데, 그 전에 자기암시부터 시작해보고 싶네요!",0
몽이나는,"아 진짜 드로우앤드류님 너무 좋아요. 사실 2021년 11월 초까지 거의 폐인 급으로 살아갔던거 같아요. 꿈도 희망도 없는 느낌? 성공한 사람들의 영상을 봐도 내가 할 수 있을까. 근데 가끔씩 드로우앤드류님 영상이 되게 동기부여가 되고 할 수 있다고 하니까 들어와서 봤거든요. 댓글도 달고 사실 댓글 달면서도 좀 자기혐오가 있었어요. 댓글달면 뭐하냐 2-3일도 안갈꺼 하면서 그랬던거 같은데 사실 우울증이였던거 같거든요. 평생 다이어트라곤 생각해본적 없는 사람이 살찌고 다이어트 실패가 이런거구나 깨닫고 그냥 기분이 더 이상 떨어질 수 없다고 생각한 것보다 더 바닥으로 내리치는거 같았는데 유튜브는 알고리즘이 있잖아요. 드로우앤드류님 채널 때문인지 켈리최님 채널이 떳어요.  사실 영상을 1분도 안보고 껐어요. 진짜 웃기거나 흥미를 끄는 내용이 아니면 난독증처럼 영상도 못보겠더라고요. 그러다가 드로우앤드류님 채널에 켈리최님이 나오신 거에요. 12월 초였던 거같아요. 그래서 켈리최님 채널이랑 드로우앤드류님 채널 영상을 번갈아 보면서 이상하더라구요. 맨날 봐도 바뀌지 않는거 같았고 제친구들은 ㅎㅎ 그런거 하면 뭐달라지냐? 했는데 그런거같기도하고,  근데 그날은 달랐어요. 그래서 조금씩 드로우앤드류님이랑 켈리최님을 따라하고 김승호회장님 영상을 보면서 좀 따라해봤어요. 근데 당신들처럼 너무 멋있게는 못 따라하고 제 상황에 맞춰서 아주 조금이요. 그러니까 제가 열심히하더라고요. 근데 뭐 사람이 쉽게바뀌나요? 12월에 2주동안은 또 3일하고 안하다가 또 안되나보다 다시 영상보고 정신차리고 또 도망가다 반복했어요. 이제 더 이상 갈 곳이 없다고 생각했고 영상에서 어쨋든 얼굴도 모르는 사람을 위해서 얘기해주는데 뭐 어쨋든 지독한 유튜브 알고리즘이 자꾸 왔다갔다하게 했습니다. 근데 지금 그 도망갔다가 돌아오는 텀이 정말 짧아졌어요. 저 어제 아파서 아무것도 안했거든요. 근데 보통 아프면 속으로 아 망했다.. 아파서 내가 뭔가를 오늘 안하면 내일도 나태해지다 결국 안하겠지라고 했는데 지금 돌아와서 아침에 1년 계획을 수정하기위해서 이영상을 보고 있거든요. 점점 도망치는 간격이 짧아지다가 없어지는 때가 오겠죠. 대단한 성과를 이룬 것도 없으면서 댓글을 달지만 그래도 드로우앤드류님의 영상하나가 폐인 인생 살렸습니다. 그건 말해주고 싶어서요. 감사했어요 2021년. 그리고 2022년 연말이나 2023년에 또 이런 댓글을 달고 싶어요.",0
Sophie's_,진짜 최고❤️❤️선한 영향력의 끝판왕👍😌,0
이재욱,신년계획 세우는 방향을 못 잡고 있었는데 좋은 영상 감사해요~,0
조민경,와 진짜 도움 많이 되었습니다. 감사합니다ㅠㅠ,0
머드,"배울점이 진짜 많네요!
동갑인데.. 멋지다..",0
미진,"나만의 gary vee도 나만이 만들 수 있는 것 같아요..! 저는 이 영상을 보고나서 방금 생겼어요!ㅎㅎ 
새해가 되면 전혀 달갑지가 않은데, 또 한해을 밝게 계획하고, 기대하는 모습을 보면서 저렇게 성장해 나가고 싶다고 생각이 들었어요 ㅜ 지금이라도 계획해볼게요..!",0
Better Me,"진짜진짜 감사합니다🙏
지금 바로 실천해볼게요! 그래도 된다✨",0
학원농장,활기를 주는 젊은 멘토^^ 올해도 화이팅입니다!!,0
럭신의 투자와 소비 사이,벌써 1월 5일이네요ㅠ 새해 목표를 설정한지가 5일이나 지났다니 시간이 너무 빠르게 지납니다ㅠㅠ 다시 시작해봐야겠습니다 ㅎㅎ,0
SPRING스프,앤드류님 혹시 회고록은 어떤식으로 쓰셨는지 알려주실 수 있을까요? 저도 새해목표를 배우면서 계속 작년을 되돌아봤는데 어떻게 하는게 회고를 잘하는건지 고민이더라구요...꼭 연간 회고가 아니여도 하루 월간 어떤식으로 회고하는지 알려주시면 좋을것같아요 부탁드립니당 :) 감사합니다!!,0
이부장채널Yibujang Channel,댓글은 처음 다는거 같은데 자세하게 알려 주셔서 정말 감사합니다~~ 새해 복 많이 받으세요~~^^,0
블코 bluebyco,"헙.. “그래! 너 할수있어!” 라고말할때 짜릿했어요 🤣
자신을 믿어주는게 가장 중요하네요 👍🏻",0
ssampiano Oh,그어느 계획보다 꼼꼼하고 실질적이네요 ㅋㅋ 쵝오👏👏👏,0
뽀덩Cutie Cutie,새해엔 새롭게 시작해야지 했는데 31일날 술한잔 하고 정신차려보니  어느새1월2일이 지나고 있드라구요 ..잠시 현타가 왔지만 다시 파이팅 하고 갑니다,0
킴루시,👊 나도 할 수 있다고 생각하게 만들고 가슴을 울리는 영상,0
맨땅에헤딩,"네 자기계발 유투브를 할려고 채널 하나 만들어서 운영 중에 있습니다.
현재는 어떻게해야하는지 모르지만 찬찬히 수정하고 바꿔나가고있습니다.포기하지않습니다.항상 포기햐왔거든요.
실패를 너무 많이해온 삶이라서 앞으로 어떤 고난 역경이 나를 기다리고 있는지몰라도
하나하나 바꿔서 나를 바꿔보고 싶습니다.",0
도환,"10:39 지금 내가 할 수 있는 것부터 작게 시작하기
 의심이 들 때 나를 긍정적으로 지켜줄 영상 지속적으로 보기
          내 목소리를 담아 자기 암시하기",0
말랑말랑흉부복근,자기계발 영상 보면서 이미 내가 하고 있는 건데? 난 여기서 더 발전하고 싶은데 어떻게 해야 하지? 라는 생각을 종종 했었어요 근데 이번 영상 보면서 그 질문에 대한 해답을 발견한 것 같아요!! 좋은 영상 감사합니다,0
SK K,항상 영상 보며 많이 배웁니다. 감사합니다,0
Joana Seok,영상 도움이 많이 됐어요 감사해요 🙏💚,0
Jeongwoo Song,"2021년 중순 쯤에 퍼스널 브랜딩 pdf 구매하고 이런저런 책 읽으면서 나만의 브랜드를 어떻게 만들까 계속 구상해보고 생각해보고 하는데도, 가닥 잡기가 어렵네요.. 저는 만16세에 유학 시작해서 미국 항공대학교 졸업하고, 미국에서 비행기 정비사로 2년 일하고, 지금은 미육군 항공(아파치/쉬눅/블랙혹) 정비 부사관입니다(한국 공군 정비병 만기 전역했구요). 전역까지 3년 남았는데, 그 전에 제 브랜드 기반을 좀 다져놓고 싶습니다. 한국 유튜버분들 보시면 블로그 글쓰기를 상당히 오래하셨더라구요, 그래서 저도 해보자해서 유학겸 정비사 겸 경험 기반으로 블로그 시작했는데 방문객도 별로없고 글 하나 쓰는데 1-3시간 걸리고 힘들더라구요 ㅎㅎ 이렇게 시작하는게 맞나 싶네요.. 

2022년에 하고자 하시는 일 모두 이루길 바랍니다! 해피 뉴 이어!",0
